ResinType,ResinPercentage,ResinSupplier,PigmentType,PigmentPercentage,PigmentSupplier,SolventType,SolventPercentage,SolventSupplier,Gloss,Viscosity,HidingPower,IsSuccess,Dispersant_Percentage,Dispersant_Supplier,Thickener_Percentage,Thickener_Supplier,Defoamer_Percentage,Defoamer_Supplier,TotalSolidsContent,SimulatedPVC,SolventToResinRatio,Resin_Pigment_Combo,Resin_Solvent_Combo,Pigment_Solvent_Combo
Epoxy,46.18,SupplierE_Resin,Titanium Dioxide,27.29,SupplierG_Pigment,Xylene,18.7,SupplierP_Solvent,27.12,1687.95,71.64,0,0.0,None,2.85,SupplierU_Add,4.98,SupplierV_Add,81.3,0.3357,0.4,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,53.9,SupplierF_Resin,Iron Oxide Red,24.7,SupplierJ_Pigment,Water,18.78,SupplierM_Solvent,45.58,951.18,50.39,0,0.93,SupplierR_Add,0.0,None,1.69,SupplierW_Add,81.22,0.3041,0.35,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Alkyd,49.79,SupplierC_Resin,Iron Oxide Red,29.11,SupplierI_Pigment,Mineral Spirits,19.94,SupplierN_Solvent,14.5,220.38,52.0,0,0.0,None,0.0,None,1.16,SupplierV_Add,80.06,0.3636,0.4,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,43.97,SupplierB_Resin,Organic Blue,29.21,SupplierL_Pigment,Mineral Spirits,24.33,SupplierO_Solvent,32.92,972.86,37.51,1,0.0,None,0.0,None,2.49,SupplierV_Add,75.67,0.386,0.55,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,49.88,SupplierE_Resin,Iron Oxide Red,32.27,SupplierI_Pigment,Xylene,12.35,SupplierP_Solvent,40.45,1999.57,63.1,0,1.9,SupplierS_Add,3.6,SupplierU_Add,0.0,None,87.65,0.3682,0.25,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,,SupplierA_Resin,Iron Oxide Red,27.65,SupplierJ_Pigment,Mineral Spirits,12.23,SupplierO_Solvent,35.48,1494.29,57.06,0,1.51,SupplierS_Add,0.0,None,1.26,SupplierW_Add,87.77,0.315,0.21,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,44.6,SupplierF_Resin,Titanium Dioxide,,SupplierG_Pigment,Water,17.35,SupplierM_Solvent,32.85,2041.59,77.89,1,0.0,None,4.02,SupplierT_Add,2.3,SupplierV_Add,82.65,,0.39,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Alkyd,54.75,SupplierD_Resin,Organic Blue,21.79,SupplierK_Pigment,Xylene,19.21,SupplierQ_Solvent,22.11,352.91,41.2,0,4.25,SupplierR_Add,0.0,None,0.0,None,80.79,0.2697,0.35,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Alkyd,46.01,SupplierD_Resin,Organic Blue,26.98,SupplierL_Pigment,Xylene,25.43,SupplierP_Solvent,28.17,143.09,,0,1.58,SupplierS_Add,0.0,None,0.0,None,74.57,0.3618,0.55,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Epoxy,53.46,SupplierE_Resin,Organic Blue,29.85,SupplierK_Pigment,Mineral Spirits,14.36,SupplierO_Solvent,47.12,1707.29,,0,0.69,SupplierS_Add,1.64,SupplierT_Add,0.0,None,85.64,0.3486,0.27,Epoxy_Organic Blue,Epoxy_Mineral Spirits,Organic Blue_Mineral Spirits
Acrylic,52.56,SupplierB_Resin,Titanium Dioxide,24.03,SupplierG_Pigment,Xylene,20.6,SupplierQ_Solvent,21.75,,58.31,0,0.0,None,2.81,SupplierU_Add,0.0,None,79.4,0.3026,0.39,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Alkyd,47.29,SupplierC_Resin,Iron Oxide Red,26.5,SupplierI_Pigment,Mineral Spirits,21.27,SupplierN_Solvent,29.8,973.27,,0,0.0,None,4.94,SupplierU_Add,0.0,None,78.73,0.3366,0.45,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,50.53,SupplierA_Resin,Titanium Dioxide,30.06,SupplierH_Pigment,Xylene,17.27,SupplierP_Solvent,24.5,1331.1,73.2,0,2.14,SupplierS_Add,0.0,None,0.0,None,82.73,0.3634,0.34,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Epoxy,47.22,SupplierE_Resin,Iron Oxide Red,33.33,SupplierJ_Pigment,Mineral Spirits,11.53,SupplierN_Solvent,33.56,1116.5,70.04,0,4.21,SupplierR_Add,0.0,None,3.72,SupplierV_Add,88.48,0.3767,,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,48.44,SupplierE_Resin,Iron Oxide Red,24.43,SupplierJ_Pigment,Water,25.03,SupplierM_Solvent,40.75,,47.04,0,0.0,None,0.0,None,2.1,SupplierV_Add,74.97,0.3259,0.52,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Acrylic,49.17,SupplierA_Resin,Titanium Dioxide,26.11,SupplierG_Pigment,Water,22.07,SupplierM_Solvent,37.76,1562.73,64.36,0,0.0,None,2.65,SupplierT_Add,0.0,None,77.93,0.335,0.45,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Acrylic,49.99,SupplierA_Resin,Iron Oxide Red,28.33,SupplierJ_Pigment,Mineral Spirits,15.73,SupplierN_Solvent,40.3,1412.74,39.11,0,0.0,None,2.07,SupplierT_Add,3.88,SupplierV_Add,84.27,0.3362,0.31,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Epoxy,44.2,SupplierF_Resin,Organic Blue,31.15,SupplierL_Pigment,Water,16.35,SupplierM_Solvent,37.86,,66.5,0,3.88,SupplierR_Add,4.42,SupplierT_Add,0.0,None,83.65,0.3724,0.37,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Epoxy,54.08,SupplierF_Resin,Organic Blue,30.26,SupplierL_Pigment,Water,10.96,SupplierM_Solvent,44.26,1409.58,61.13,0,4.18,SupplierR_Add,0.52,SupplierT_Add,0.0,None,89.04,0.3398,0.2,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,48.76,SupplierA_Resin,Iron Oxide Red,25.8,SupplierI_Pigment,Mineral Spirits,18.6,SupplierO_Solvent,42.28,628.59,57.48,1,,SupplierS_Add,0.0,None,1.92,SupplierV_Add,81.4,0.317,0.38,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,47.63,SupplierA_Resin,Organic Blue,30.73,SupplierL_Pigment,Xylene,13.16,SupplierP_Solvent,45.16,2346.8,35.52,0,0.0,None,4.3,SupplierT_Add,4.18,SupplierV_Add,86.84,0.3539,0.28,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Acrylic,45.79,SupplierB_Resin,Iron Oxide Red,,SupplierJ_Pigment,Mineral Spirits,20.2,SupplierO_Solvent,31.98,,53.6,0,0.0,None,4.18,SupplierT_Add,0.0,None,79.8,0.3738,0.44,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,45.41,SupplierD_Resin,Titanium Dioxide,28.14,SupplierH_Pigment,Xylene,22.15,SupplierQ_Solvent,13.71,,50.65,1,,None,4.3,SupplierT_Add,0.0,None,77.85,0.3615,0.49,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Acrylic,49.35,SupplierA_Resin,Iron Oxide Red,27.16,SupplierJ_Pigment,Water,17.05,SupplierM_Solvent,40.6,1133.27,45.43,0,3.93,SupplierR_Add,2.51,SupplierU_Add,0.0,None,82.95,0.3274,0.35,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Acrylic,48.06,SupplierB_Resin,Iron Oxide Red,36.1,SupplierJ_Pigment,Water,12.23,SupplierM_Solvent,25.08,1662.08,71.35,0,2.95,SupplierR_Add,0.66,SupplierT_Add,0.0,None,87.77,0.4113,0.25,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,41.74,SupplierD_Resin,Iron Oxide Red,28.75,SupplierJ_Pigment,Xylene,21.66,SupplierQ_Solvent,20.67,1289.33,51.73,0,0.0,None,3.93,SupplierT_Add,,SupplierV_Add,78.33,0.367,0.52,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Epoxy,50.52,SupplierE_Resin,Titanium Dioxide,,SupplierH_Pigment,Water,13.0,SupplierM_Solvent,30.46,,95.62,0,0.0,None,1.37,SupplierU_Add,,None,87.0,0.4036,0.26,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Alkyd,45.11,SupplierC_Resin,Organic Blue,28.83,SupplierL_Pigment,Mineral Spirits,24.62,SupplierN_Solvent,20.23,693.15,30.14,0,0.0,None,1.44,SupplierT_Add,0.0,None,75.38,0.3825,0.55,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,46.65,SupplierC_Resin,Iron Oxide Red,33.18,SupplierI_Pigment,Water,12.97,SupplierM_Solvent,19.91,1276.57,66.74,0,0.0,None,3.37,SupplierU_Add,3.82,SupplierW_Add,87.02,0.3813,0.28,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Acrylic,42.76,SupplierB_Resin,Titanium Dioxide,31.41,SupplierG_Pigment,Xylene,22.36,SupplierQ_Solvent,16.37,348.03,87.08,0,0.0,None,0.0,None,3.47,SupplierW_Add,77.64,0.4046,0.52,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Epoxy,,SupplierF_Resin,Iron Oxide Red,22.87,SupplierI_Pigment,Mineral Spirits,13.89,SupplierO_Solvent,40.66,2412.29,40.25,0,0.0,None,4.39,SupplierT_Add,0.0,None,86.11,0.2656,0.24,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,44.05,SupplierB_Resin,Organic Blue,24.19,SupplierL_Pigment,Water,23.44,SupplierM_Solvent,27.19,1011.91,35.13,0,0.0,None,3.43,SupplierT_Add,4.89,SupplierV_Add,76.56,0.316,0.53,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,46.75,SupplierA_Resin,Organic Blue,30.59,SupplierK_Pigment,Mineral Spirits,18.4,SupplierN_Solvent,47.82,1868.2,36.91,0,0.0,None,4.26,SupplierT_Add,0.0,None,81.6,0.3749,0.39,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,44.7,SupplierE_Resin,Titanium Dioxide,25.72,SupplierG_Pigment,Xylene,21.5,SupplierP_Solvent,21.7,1263.81,66.17,1,3.74,SupplierR_Add,0.0,None,4.33,SupplierV_Add,78.49,0.3277,0.48,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Acrylic,44.06,SupplierA_Resin,Organic Blue,31.72,SupplierL_Pigment,Water,16.33,SupplierM_Solvent,26.37,1676.69,49.34,0,3.68,SupplierS_Add,4.22,SupplierT_Add,0.0,None,83.68,0.3791,0.37,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,50.93,SupplierC_Resin,Organic Blue,29.74,SupplierL_Pigment,Water,12.69,SupplierM_Solvent,27.38,1198.12,34.86,0,0.0,None,,SupplierT_Add,3.84,SupplierW_Add,87.31,0.3406,0.25,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Epoxy,43.23,SupplierE_Resin,Iron Oxide Red,30.27,SupplierI_Pigment,Xylene,21.94,SupplierP_Solvent,31.23,1698.09,50.25,0,0.0,None,4.56,SupplierU_Add,0.0,None,78.06,0.3878,0.51,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Alkyd,52.74,SupplierC_Resin,Organic Blue,26.17,SupplierL_Pigment,Xylene,14.9,SupplierP_Solvent,22.67,1393.34,36.78,0,1.7,SupplierR_Add,4.49,SupplierU_Add,0.0,None,85.1,0.3075,0.28,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Acrylic,47.91,SupplierA_Resin,Titanium Dioxide,24.66,SupplierH_Pigment,Water,23.88,SupplierM_Solvent,26.21,746.16,,0,,SupplierS_Add,0.0,None,2.59,SupplierW_Add,76.12,0.324,0.5,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Alkyd,54.23,SupplierD_Resin,Titanium Dioxide,23.51,SupplierH_Pigment,Mineral Spirits,18.89,SupplierO_Solvent,31.75,711.94,70.13,0,3.37,SupplierS_Add,0.0,None,0.0,None,,0.2899,,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,53.16,SupplierB_Resin,Iron Oxide Red,25.77,SupplierJ_Pigment,Mineral Spirits,17.08,SupplierO_Solvent,27.93,,48.22,0,1.72,SupplierR_Add,2.27,SupplierU_Add,0.0,None,82.92,0.3108,0.32,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,50.8,SupplierC_Resin,Organic Blue,34.99,SupplierL_Pigment,Xylene,12.99,SupplierP_Solvent,18.69,911.69,39.73,0,1.22,SupplierS_Add,0.0,None,0.0,None,87.01,0.4021,0.26,Alkyd_Organic Blue,Alkyd_Xylene,Organic Blue_Xylene
Alkyd,46.76,SupplierD_Resin,Titanium Dioxide,29.37,SupplierH_Pigment,Water,22.65,SupplierM_Solvent,,822.4,73.55,0,0.0,None,0.0,None,,SupplierW_Add,77.35,0.3797,0.48,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,49.74,SupplierE_Resin,Organic Blue,28.46,SupplierK_Pigment,Xylene,14.51,SupplierQ_Solvent,42.18,946.85,38.41,0,3.85,SupplierS_Add,0.0,None,3.44,SupplierV_Add,85.49,0.3329,0.29,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,44.13,SupplierD_Resin,Iron Oxide Red,34.58,SupplierJ_Pigment,Xylene,15.74,SupplierP_Solvent,24.78,1071.17,59.64,0,0.0,None,1.09,SupplierU_Add,4.46,SupplierW_Add,84.26,0.4104,0.36,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Alkyd,50.13,SupplierD_Resin,Iron Oxide Red,24.81,SupplierI_Pigment,Water,23.75,SupplierM_Solvent,17.7,,38.94,0,0.0,None,0.0,None,1.31,SupplierV_Add,76.25,0.3254,0.47,Alkyd_Iron Oxide Red,Alkyd_Water,Iron Oxide Red_Water
Alkyd,46.51,SupplierC_Resin,Titanium Dioxide,30.38,SupplierH_Pigment,Water,19.57,SupplierM_Solvent,27.65,1375.41,78.43,0,0.0,None,,SupplierU_Add,0.0,None,80.43,0.3777,0.42,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Acrylic,56.35,SupplierA_Resin,Organic Blue,28.56,SupplierL_Pigment,Water,11.18,SupplierM_Solvent,44.86,1687.25,45.38,1,2.46,SupplierR_Add,1.45,SupplierT_Add,0.0,None,88.82,0.3215,0.2,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Alkyd,45.55,SupplierD_Resin,Iron Oxide Red,29.33,SupplierJ_Pigment,Mineral Spirits,17.37,SupplierO_Solvent,28.13,1248.65,54.13,0,0.0,None,2.84,SupplierT_Add,4.91,SupplierW_Add,82.63,,0.38,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,40.4,SupplierC_Resin,Organic Blue,33.41,SupplierL_Pigment,Water,18.43,SupplierM_Solvent,16.33,1381.64,38.14,0,0.0,None,4.0,SupplierT_Add,,SupplierW_Add,81.56,0.4096,0.46,Alkyd_Organic Blue,Alkyd_Water,Organic Blue_Water
Epoxy,49.25,SupplierF_Resin,Organic Blue,33.06,SupplierL_Pigment,Xylene,12.95,SupplierQ_Solvent,52.97,1466.11,47.17,1,0.55,SupplierR_Add,4.19,SupplierU_Add,0.0,None,87.05,0.3798,0.26,Epoxy_Organic Blue,Epoxy_Xylene,Organic Blue_Xylene
Alkyd,54.7,SupplierC_Resin,Titanium Dioxide,26.85,SupplierH_Pigment,Mineral Spirits,14.48,SupplierN_Solvent,30.53,968.14,75.14,0,0.0,None,0.0,None,3.97,SupplierW_Add,85.52,0.314,0.26,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,43.69,SupplierE_Resin,Titanium Dioxide,31.5,SupplierG_Pigment,Water,21.64,SupplierM_Solvent,25.45,1950.06,73.26,0,0.0,None,3.17,SupplierT_Add,0.0,None,78.36,0.402,0.5,Epoxy_Titanium Dioxide,Epoxy_Water,Titanium Dioxide_Water
Epoxy,51.09,SupplierF_Resin,Titanium Dioxide,25.41,SupplierG_Pigment,Mineral Spirits,19.3,SupplierN_Solvent,43.71,1415.85,77.52,0,3.67,SupplierR_Add,0.53,SupplierT_Add,0.0,None,80.7,0.3149,0.38,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,54.19,SupplierA_Resin,Organic Blue,24.48,SupplierL_Pigment,Mineral Spirits,18.21,SupplierN_Solvent,32.68,1963.07,18.32,0,0.0,None,3.12,SupplierT_Add,0.0,None,81.79,0.2993,0.34,Acrylic_Organic Blue,Acrylic_Mineral Spirits,Organic Blue_Mineral Spirits
Epoxy,43.31,SupplierF_Resin,Iron Oxide Red,29.69,SupplierJ_Pigment,Xylene,22.95,SupplierP_Solvent,43.18,746.21,63.52,0,0.0,None,0.6,SupplierT_Add,3.44,SupplierW_Add,77.04,,0.53,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,47.15,SupplierA_Resin,Organic Blue,31.16,SupplierL_Pigment,Water,19.66,SupplierM_Solvent,47.62,1208.4,46.1,0,0.0,None,2.03,SupplierU_Add,0.0,None,80.34,0.3879,0.42,Acrylic_Organic Blue,Acrylic_Water,Organic Blue_Water
Acrylic,46.35,SupplierA_Resin,Titanium Dioxide,28.46,SupplierG_Pigment,Water,20.21,SupplierM_Solvent,29.1,1483.81,85.19,0,4.25,SupplierS_Add,0.0,None,0.72,SupplierV_Add,79.78,0.3567,0.44,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
Alkyd,56.15,SupplierC_Resin,Titanium Dioxide,26.41,SupplierH_Pigment,Xylene,14.29,SupplierP_Solvent,35.09,843.95,66.86,0,3.15,SupplierR_Add,0.0,None,0.0,None,85.71,0.3081,0.25,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Epoxy,47.32,SupplierF_Resin,Iron Oxide Red,33.26,SupplierJ_Pigment,Xylene,10.73,SupplierP_Solvent,44.99,2088.71,53.91,1,0.0,None,4.27,SupplierU_Add,4.42,SupplierV_Add,89.27,0.3726,,Epoxy_Iron Oxide Red,Epoxy_Xylene,Iron Oxide Red_Xylene
Acrylic,46.52,SupplierB_Resin,Titanium Dioxide,31.27,SupplierG_Pigment,Xylene,20.05,SupplierQ_Solvent,32.95,941.7,84.15,1,2.16,SupplierR_Add,0.0,None,0.0,None,79.95,0.3911,0.43,Acrylic_Titanium Dioxide,Acrylic_Xylene,Titanium Dioxide_Xylene
Acrylic,47.09,SupplierA_Resin,Iron Oxide Red,30.88,SupplierJ_Pigment,Water,17.42,SupplierM_Solvent,29.44,907.57,55.77,0,0.0,None,0.67,SupplierT_Add,3.94,SupplierV_Add,82.58,0.3739,0.37,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,55.86,SupplierD_Resin,Titanium Dioxide,26.63,SupplierH_Pigment,Xylene,12.66,SupplierP_Solvent,22.28,1777.5,63.16,1,0.0,None,4.02,SupplierT_Add,0.83,SupplierV_Add,87.34,0.3049,0.23,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Epoxy,48.19,SupplierF_Resin,Organic Blue,29.79,SupplierK_Pigment,Water,17.61,SupplierM_Solvent,44.07,597.43,48.25,0,4.41,SupplierR_Add,0.0,None,0.0,None,82.39,0.3616,0.37,Epoxy_Organic Blue,Epoxy_Water,Organic Blue_Water
Acrylic,51.25,SupplierA_Resin,Iron Oxide Red,28.41,SupplierJ_Pigment,Mineral Spirits,19.25,SupplierN_Solvent,34.31,959.04,48.98,0,1.09,SupplierS_Add,0.0,None,0.0,None,80.75,0.3518,0.38,Acrylic_Iron Oxide Red,Acrylic_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,51.76,SupplierC_Resin,Iron Oxide Red,29.82,SupplierI_Pigment,Mineral Spirits,15.24,SupplierN_Solvent,20.8,779.45,49.01,1,0.0,None,,None,3.18,SupplierW_Add,84.76,0.3518,0.29,Alkyd_Iron Oxide Red,Alkyd_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Alkyd,53.19,SupplierD_Resin,Titanium Dioxide,30.24,SupplierH_Pigment,Mineral Spirits,10.46,SupplierO_Solvent,7.49,982.48,90.9,0,3.13,SupplierS_Add,0.0,None,2.99,SupplierW_Add,89.55,0.3377,0.2,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,50.83,SupplierC_Resin,Titanium Dioxide,35.53,SupplierH_Pigment,Mineral Spirits,12.94,SupplierN_Solvent,20.58,940.31,74.97,0,0.7,SupplierS_Add,0.0,None,0.0,None,87.06,0.4081,0.25,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,53.42,SupplierA_Resin,Organic Blue,28.32,SupplierL_Pigment,Xylene,11.08,SupplierQ_Solvent,39.64,1319.08,41.26,0,4.67,SupplierR_Add,2.5,SupplierU_Add,0.0,None,88.91,0.3185,0.21,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,57.85,SupplierC_Resin,Organic Blue,26.09,SupplierL_Pigment,Mineral Spirits,12.72,SupplierO_Solvent,30.32,1255.61,34.93,0,1.22,SupplierS_Add,2.12,SupplierT_Add,0.0,None,87.28,0.2989,0.22,Alkyd_Organic Blue,Alkyd_Mineral Spirits,Organic Blue_Mineral Spirits
Alkyd,53.42,SupplierD_Resin,Titanium Dioxide,27.52,SupplierH_Pigment,Water,16.02,SupplierM_Solvent,24.08,1762.38,74.68,0,0.0,None,3.04,SupplierT_Add,0.0,None,83.98,0.3277,0.3,Alkyd_Titanium Dioxide,Alkyd_Water,Titanium Dioxide_Water
Epoxy,39.26,SupplierE_Resin,Titanium Dioxide,31.31,SupplierG_Pigment,Mineral Spirits,21.72,SupplierN_Solvent,21.96,886.12,80.78,0,3.89,SupplierS_Add,0.0,None,3.83,SupplierW_Add,78.29,0.3999,0.55,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,45.18,SupplierE_Resin,Iron Oxide Red,29.63,SupplierJ_Pigment,Water,20.3,SupplierM_Solvent,29.54,1169.46,58.08,0,3.3,SupplierR_Add,0.0,None,1.59,SupplierV_Add,79.7,0.3718,0.45,Epoxy_Iron Oxide Red,Epoxy_Water,Iron Oxide Red_Water
Epoxy,40.97,SupplierF_Resin,Iron Oxide Red,33.71,SupplierJ_Pigment,Mineral Spirits,23.71,SupplierN_Solvent,34.61,994.42,49.02,0,0.0,None,1.61,SupplierU_Add,0.0,None,76.29,0.4419,0.58,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,45.87,SupplierA_Resin,Organic Blue,36.32,SupplierK_Pigment,Xylene,15.09,SupplierQ_Solvent,42.6,761.86,46.1,1,2.72,SupplierS_Add,0.0,None,0.0,None,84.91,0.4277,0.33,Acrylic_Organic Blue,Acrylic_Xylene,Organic Blue_Xylene
Alkyd,53.7,SupplierC_Resin,Titanium Dioxide,29.38,SupplierG_Pigment,Xylene,12.27,SupplierQ_Solvent,31.66,876.25,83.87,1,2.63,SupplierR_Add,0.0,None,2.03,SupplierV_Add,87.74,0.3349,0.23,Alkyd_Titanium Dioxide,Alkyd_Xylene,Titanium Dioxide_Xylene
Acrylic,49.42,SupplierB_Resin,Titanium Dioxide,33.67,SupplierG_Pigment,Mineral Spirits,12.59,SupplierN_Solvent,18.12,1118.49,80.89,0,4.32,SupplierR_Add,0.0,None,0.0,None,87.41,0.3852,0.25,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,51.63,SupplierB_Resin,Iron Oxide Red,26.78,SupplierI_Pigment,Water,18.11,SupplierM_Solvent,,367.34,46.73,0,0.0,None,0.0,None,3.48,SupplierW_Add,81.89,0.327,0.35,Acrylic_Iron Oxide Red,Acrylic_Water,Iron Oxide Red_Water
Alkyd,45.64,SupplierC_Resin,Titanium Dioxide,37.61,SupplierG_Pigment,Mineral Spirits,11.93,SupplierN_Solvent,9.06,1033.67,92.21,0,4.82,SupplierR_Add,0.0,None,0.0,None,88.07,0.427,0.26,Alkyd_Titanium Dioxide,Alkyd_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Acrylic,59.7,SupplierA_Resin,Titanium Dioxide,24.24,SupplierH_Pigment,Mineral Spirits,,SupplierN_Solvent,40.54,1171.39,67.69,0,1.08,SupplierR_Add,0.0,None,0.0,None,85.02,0.2851,0.25,Acrylic_Titanium Dioxide,Acrylic_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Alkyd,47.12,SupplierC_Resin,Iron Oxide Red,35.67,SupplierI_Pigment,Xylene,15.68,SupplierQ_Solvent,9.81,651.43,66.7,0,0.0,None,0.0,None,1.53,SupplierV_Add,84.32,0.423,0.33,Alkyd_Iron Oxide Red,Alkyd_Xylene,Iron Oxide Red_Xylene
Epoxy,54.51,SupplierF_Resin,Titanium Dioxide,26.4,SupplierG_Pigment,Xylene,13.48,SupplierP_Solvent,44.33,2384.93,76.65,0,2.37,SupplierR_Add,3.25,SupplierT_Add,0.0,None,86.53,0.3051,0.25,Epoxy_Titanium Dioxide,Epoxy_Xylene,Titanium Dioxide_Xylene
Epoxy,53.81,SupplierF_Resin,Titanium Dioxide,22.83,SupplierG_Pigment,Mineral Spirits,16.41,SupplierN_Solvent,35.19,2325.94,67.08,0,3.82,SupplierS_Add,3.12,SupplierU_Add,0.0,None,83.58,0.2732,0.3,Epoxy_Titanium Dioxide,Epoxy_Mineral Spirits,Titanium Dioxide_Mineral Spirits
Epoxy,46.17,SupplierE_Resin,Iron Oxide Red,24.56,SupplierJ_Pigment,Mineral Spirits,24.83,SupplierO_Solvent,42.61,740.54,44.93,0,4.44,SupplierS_Add,0.0,None,0.0,None,75.17,,,Epoxy_Iron Oxide Red,Epoxy_Mineral Spirits,Iron Oxide Red_Mineral Spirits
Acrylic,48.64,SupplierB_Resin,Titanium Dioxide,34.59,SupplierH_Pigment,Water,16.15,SupplierM_Solvent,26.36,945.52,89.47,0,0.62,SupplierR_Add,0.0,None,0.0,None,83.85,0.4125,0.33,Acrylic_Titanium Dioxide,Acrylic_Water,Titanium Dioxide_Water
